height,avg blocktime
5500,14.943408163265307
5550,15.797938775510204
5600,14.81934693877551
5650,15.000755102040815
5700,15.309959183673469
5750,15.32165306122449
5800,14.257489795918367
5850,15.10695918367347
5900,14.485306122448979
5950,15.809102040816326
6000,15.088163265306122
6050,13.875102040816326
6100,15.001918367346939
6150,15.036897959183674
6200,13.988836734693878
6250,16.19281632653061
6300,14.69465306122449
6350,15.209938775510203
6400,15.16369387755102
6450,15.578755102040816
6500,16.441020408163265
6550,14.774489795918367
6600,14.32222448979592
6650,14.98261224489796
6700,15.223938775510204
6750,13.799510204081633
6800,15.560408163265308
6850,15.247591836734694
6900,13.731265306122449
6950,14.819183673469388
7000,15.347163265306122
7050,14.63734693877551
7100,15.427612244897958
7150,14.582530612244899
7200,15.185938775510204
7250,15.499795918367347
7300,14.210693877551021
7350,14.785469387755102
7400,15.081081632653062
7450,15.562816326530612
7500,14.885244897959184
7550,15.047795918367347
7600,15.043061224489797
7650,15.426816326530613
7700,14.996551020408164
7750,15.840163265306122
7800,14.465918367346937
7850,14.887755102040815
7900,15.669816326530611
7950,14.517040816326531
8000,14.765918367346938
8050,16.34995918367347
8100,14.440265306122448
8150,14.464469387755102
8200,15.02212244897959
8250,15.067061224489796
8300,14.647448979591836
8350,15.869632653061224
8400,13.769510204081632
8450,15.753918367346937
8500,15.788387755102042
8550,15.485102040816326
8600,13.25765306122449
8650,15.535183673469389
8700,15.566653061224489
8750,15.786285714285714
8800,13.803836734693878
8850,15.903020408163265
8900,15.061428571428571
8950,15.039142857142856
9000,13.675612244897959
9050,14.390326530612246
9100,15.333775510204081
9150,15.24477551020408
9200,15.801469387755102
9250,14.863224489795918
9300,13.951897959183674
9350,15.186510204081634
9400,15.781387755102042
9450,14.250081632653062
9500,15.407938775510203
9550,14.661122448979592
9600,14.590224489795919
9650,16.03077551020408
9700,14.517326530612245
9750,14.481857142857143
9800,15.53357142857143
9850,14.43777551020408
9900,15.331367346938777
9950,14.60665306122449
10000,15.161857142857142
10050,15.55630612244898
10100,14.608387755102042
10150,14.589897959183673
10200,16.293795918367348
10250,14.494836734693878
10300,14.709530612244897
10350,14.489979591836734
10400,15.216081632653061
10450,13.637714285714287
10500,15.649469387755103
10550,14.829122448979591
10600,16.213489795918367
10650,15.994632653061224
10700,15.393877551020408
10750,15.127857142857144
10800,15.21034693877551
10850,13.692285714285713
10900,15.482306122448978
10950,14.528244897959185
11000,15.896918367346938
11050,14.55938775510204
11100,15.151142857142856
11150,15.799020408163265
11200,15.018408163265306
11250,14.21030612244898
11300,15.071265306122449
11350,14.75012244897959
11400,15.147632653061224
11450,15.821979591836735
11500,14.619020408163266
11550,14.050714285714287
11600,15.364897959183674
11650,15.333
11700,15.896836734693878
11750,15.69804081632653
11800,13.836918367346938
11850,14.986530612244898
11900,15.643755102040815
11950,14.722979591836735
12000,15.241591836734694
12050,14.83669387755102
12100,15.169204081632653
12150,14.615448979591836
12200,14.683387755102041
12250,14.083755102040815
12300,15.09395918367347
12350,14.495857142857144
12400,15.593551020408164
12450,15.654795918367347
12500,14.516795918367347
12550,14.945673469387755
12600,14.757061224489796
12650,15.390122448979591
12700,16.128183673469387
12750,14.571326530612245
12800,15.594979591836735
12850,14.431979591836734
12900,14.985142857142858
12950,15.69334693877551
13000,14.370632653061223
13050,15.007938775510203
13100,14.466102040816326
13150,15.676816326530613
13200,14.537448979591836
13250,15.199489795918367
13300,15.864714285714287
13350,15.470081632653063
13400,14.822693877551021
13450,15.05469387755102
13500,14.290755102040816
13550,15.663714285714287
13600,15.09965306122449
13650,14.652918367346938
13700,14.960816326530612
13750,14.653183673469387
13800,15.028
13850,14.99987755102041
13900,14.544
13950,14.923163265306123
14000,15.577061224489796
14050,15.065163265306122
14100,15.433163265306122
14150,15.048183673469389
14200,15.269918367346937
14250,14.112326530612245
14300,15.640530612244898
14350,15.19130612244898
14400,13.392938775510203
14450,15.023387755102041
14500,15.880244897959184
14550,14.622591836734694
14600,15.273142857142856
14650,14.72734693877551
14700,15.551632653061224
14750,14.651816326530612
14800,15.108061224489797
14850,15.060326530612246
14900,15.413183673469389
14950,14.368183673469387
15000,16.308489795918366
15050,14.471530612244898
15100,14.874979591836734
15150,15.042979591836735
15200,14.617755102040816
15250,15.697061224489797
15300,14.387163265306123
15350,14.880489795918367
15400,15.207734693877551
15450,14.798469387755102
15500,15.259510204081632
15550,14.864734693877551
15600,15.484836734693877
15650,14.077
15700,15.352326530612245
15750,15.057408163265308
15800,16.088755102040814
15850,14.939551020408164
15900,14.594897959183674
15950,15.407020408163266
16000,15.034632653061225
16050,14.272020408163266
16100,15.134469387755102
16150,14.785673469387755
16200,15.986204081632653
16250,14.981857142857143
16300,13.944061224489797
16350,15.410591836734692
16400,15.493775510204081
16450,15.567489795918368
16500,15.37638775510204
16550,13.63469387755102
16600,15.137612244897959
16650,15.411448979591837
16700,15.136918367346938
16750,16.418244897959184
16800,14.80787755102041
16850,15.143163265306123
16900,15.312979591836735
16950,14.706265306122448
17000,14.669061224489797
17050,14.744959183673469
17100,15.349795918367347
17150,13.835816326530612
17200,14.778612244897959
17250,16.25495918367347
17300,14.752367346938776
17350,13.585551020408165
17400,15.543551020408163
17450,14.487857142857143
17500,15.933448979591835
17550,15.295020408163266
17600,14.705183673469389
17650,14.043755102040816
17700,14.76057142857143
17750,15.57157142857143
17800,14.88404081632653
17850,15.790897959183674
17900,15.406020408163265
17950,14.64104081632653
18000,14.535612244897958
18050,14.871387755102042
18100,15.594857142857142
18150,15.13622448979592
18200,14.46257142857143
18250,14.442530612244898
18300,15.407408163265307
18350,15.049489795918367
18400,14.516551020408164
18450,15.273244897959184
18500,14.983938775510204
18550,14.995857142857144
18600,15.582061224489797
18650,14.592122448979591
18700,15.264306122448978
18750,14.870857142857144
18800,15.251489795918367
18850,14.539
18900,14.430448979591835
18950,15.034551020408164
19000,14.447551020408163
19050,15.309469387755101
19100,15.90565306122449
19150,14.29865306122449
19200,14.773204081632654
19250,15.434061224489797
19300,14.792183673469388
19350,15.416142857142857
19400,13.355795918367347
19450,15.84242857142857
19500,14.353020408163266
19550,14.979795918367346
19600,14.576122448979591
19650,15.369020408163266
19700,14.764142857142858
19750,15.523836734693878
19800,14.65834693877551
19850,14.604795918367346
19900,15.136571428571429
19950,15.655693877551021
20000,15.218938775510203
20050,16.08169387755102
20100,14.757285714285715
20150,14.607857142857144
20200,14.583775510204081
20250,15.517326530612245
20300,15.268367346938776
20350,15.578489795918367
20400,14.752387755102042
20450,15.66134693877551
20500,15.567591836734692
20550,14.838877551020408
20600,15.281938775510204
20650,14.599775510204081
20700,15.028183673469387
20750,15.288673469387755
20800,14.534285714285714
20850,14.661081632653062
20900,14.059
20950,14.715040816326532
21000,15.432469387755102
21050,14.345367346938776
21100,15.571816326530612
21150,16.021408163265306
21200,14.875816326530613
21250,15.450775510204082
21300,14.966081632653061
21350,14.37130612244898
21400,14.704653061224489
21450,15.641897959183675
21500,14.60657142857143
21550,14.820775510204081
21600,15.679020408163266
21650,14.447285714285714
21700,14.323510204081632
21750,15.116918367346939
21800,15.660489795918368
21850,15.50138775510204
21900,14.254857142857142
21950,15.424142857142856
22000,15.542224489795919
22050,14.774571428571429
22100,14.796306122448978
22150,13.761102040816326
22200,14.119306122448979
22250,15.712387755102041
22300,15.245918367346938
22350,15.582142857142857
22400,15.766489795918368
22450,15.173081632653062
22500,14.220571428571429
22550,14.165857142857144
22600,15.472204081632654
22650,15.726571428571429
22700,14.737979591836735
22750,15.64157142857143
22800,14.437142857142858
22850,13.789448979591835
22900,15.38961224489796
22950,15.185816326530611
23000,15.23
23050,15.175040816326531
23100,14.35269387755102
23150,14.110897959183674
23200,15.255408163265306
23250,16.044408163265306
23300,14.766265306122449
23350,15.483551020408164
23400,15.62957142857143
23450,14.369061224489796
23500,14.880632653061225
23550,14.794285714285714
23600,15.057775510204081
23650,15.481530612244898
23700,15.59461224489796
23750,15.485204081632654
23800,14.499448979591836
23850,14.174122448979592
23900,16.034163265306123
23950,13.694897959183674
24000,14.847020408163266
24050,15.066979591836734
24100,15.277632653061223
24150,15.265632653061225
24200,14.409204081632653
24250,15.081448979591837
24300,15.417081632653062
24350,14.950693877551021
24400,14.835081632653061
24450,14.387836734693877
24500,15.028102040816325
24550,14.871102040816325
24600,16.220673469387755
24650,15.318897959183674
24700,15.096938775510203
24750,15.582979591836734
24800,14.683346938775511
24850,14.287183673469388
24900,13.938163265306123
24950,15.977897959183673
25000,14.451714285714287
25050,13.94530612244898
25100,15.250326530612245
25150,14.75138775510204
25200,15.738
25250,15.00377551020408
25300,15.605632653061225
25350,14.703285714285714
25400,15.484346938775511
25450,16.041183673469387
25500,14.952448979591836
25550,14.989326530612244
25600,14.000673469387754
25650,15.237897959183675
25700,15.53634693877551
25750,15.13534693877551
25800,15.535387755102041
25850,14.36065306122449
25900,15.703979591836735
25950,15.637163265306123
26000,14.555306122448979
26050,15.240489795918368
26100,14.854755102040816
26150,15.534081632653063
26200,15.141591836734692
26250,15.040795918367346
26300,14.73730612244898
26350,14.608102040816325
26400,14.681469387755103
26450,14.023836734693878
26500,14.955938775510203
26550,14.432326530612245
26600,15.646489795918367
26650,15.829265306122448
26700,15.939285714285713
26750,14.601693877551021
26800,15.19842857142857
26850,15.20342857142857
26900,14.044142857142857
26950,15.196959183673469
27000,15.125408163265307
27050,15.523367346938777
27100,14.471632653061224
27150,15.302020408163266
27200,15.80965306122449
27250,15.662591836734693
27300,13.865081632653062
27350,15.265714285714287
27400,15.867938775510204
27450,14.206857142857142
27500,14.67669387755102
27550,14.432224489795919
27600,14.382938775510203
27650,16.14569387755102
27700,15.615183673469389
27750,14.424979591836735
27800,15.988612244897958
27850,14.992673469387755
27900,14.59612244897959
27950,14.917530612244898
28000,15.168795918367346
28050,15.560244897959185
28100,14.775551020408164
28150,14.655632653061224
28200,14.528836734693877
28250,14.835734693877551
28300,15.531653061224489
28350,15.096510204081632
28400,14.383448979591837
28450,15.22104081632653
28500,15.081040816326531
28550,15.791061224489797
28600,13.741244897959184
28650,14.716183673469388
28700,13.942897959183675
28750,15.638326530612245
28800,15.41757142857143
28850,14.874714285714287
28900,15.781020408163265
28950,14.571244897959184
29000,15.770734693877552
29050,14.511673469387755
29100,14.331081632653062
29150,15.228061224489796
29200,15.15030612244898
29250,14.978734693877552
29300,14.390163265306123
29350,14.900897959183673
29400,13.993836734693877
29450,15.7134693877551
29500,15.787183673469388
29550,14.370040816326531
29600,14.63495918367347
29650,16.42034693877551
29700,14.731591836734694
29750,15.155244897959184
29800,15.416612244897959
29850,15.762673469387755
29900,13.670448979591836
29950,15.120326530612244
30000,14.834367346938777
30050,15.388204081632653
30100,16.045102040816325
30150,12.986571428571429
30200,15.086632653061224
30250,13.928571428571429
30300,15.216265306122448
30350,15.055530612244898
30400,15.411469387755101
30450,15.699857142857143
30500,15.076102040816325
30550,15.664163265306122
30600,14.418836734693878
30650,16.577816326530613
30700,15.164387755102041
30750,14.775795918367347
30800,15.122530612244898
30850,15.925142857142857
30900,14.926795918367347
30950,14.637285714285714
31000,14.737530612244898
31050,15.6204693877551
31100,14.554183673469389
31150,13.234306122448979
31200,16.120326530612246
31250,14.624612244897959
31300,14.35542857142857
31350,15.566448979591836
31400,14.199408163265307
31450,15.262122448979591
31500,15.235795918367346
31550,15.831367346938777
31600,14.660183673469389
31650,15.455591836734692
31700,15.336510204081632
31750,14.321408163265307
31800,15.532918367346937
31850,16.35622448979592
31900,14.642285714285714
31950,14.508020408163265
32000,15.22742857142857
32050,14.291142857142857
32100,15.36369387755102
32150,14.475510204081633
32200,15.934816326530612
32250,15.29065306122449
32300,15.434040816326531
32350,14.252183673469387
32400,14.499857142857143
32450,14.559204081632654
32500,14.996653061224489
32550,15.072265306122448
32600,14.55877551020408
32650,15.03804081632653
32700,14.909959183673468
32750,16.264979591836735
32800,14.956428571428571
32850,15.588408163265306
32900,13.913183673469389
32950,14.684244897959184
33000,15.779591836734694
33050,15.962387755102041
33100,14.343857142857143
33150,14.725285714285715
33200,14.972469387755101
33250,13.578897959183674
33300,15.36765306122449
33350,15.961204081632653
33400,14.764938775510203
33450,15.691693877551021
33500,15.031408163265308
33550,15.124530612244898
33600,14.085755102040816
33650,15.042265306122449
33700,15.453551020408163
33750,14.477591836734693
33800,15.095061224489797
33850,15.460081632653061
33900,15.55404081632653
33950,15.238183673469388
34000,15.655489795918367
34050,14.954510204081632
34100,14.676489795918368
34150,14.872857142857143
34200,14.027918367346938
34250,14.874551020408164
34300,15.167224489795919
34350,14.267163265306122
34400,15.749612244897959
34450,15.628551020408164
34500,14.700857142857144
34550,15.301469387755102
34600,15.369897959183675
34650,14.914061224489796
34700,13.996938775510204
34750,15.213408163265306
34800,16.309591836734693
34850,15.203836734693878
34900,13.602795918367347
34950,14.893571428571429
35000,14.92987755102041
35050,14.394755102040815
35100,15.351387755102042
35150,15.604
35200,15.174979591836735
35250,14.919795918367347
35300,15.043693877551021
35350,16.180489795918366
35400,13.842387755102042
35450,15.102081632653062
35500,16.243947368421054
